회사명,종목코드,상장일,상장유형,증권구분,업종,국적,상장주선인/,액면가 (원),공모가 (원),공모금액 (천원),주요제품,최초상장주식수 (주)
미래반도체,254490,2023-01-27,신규상장,주권,기타 전문 도매업,대한민국,신한투자증권 주식회사,100,"6,000","21,600,000",반도체,"14,438,000"
태양3C,052960,2023-01-26,신규상장,주권,자동차 부품 및 내장품 판매업,대한민국,키움증권(주),500,-,-,"와이어링 하네스 커넥터, 초음파 프로브 케이블","4,887,078"
지슨,289860,2023-01-26,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,키움증권(주),500,-,-,무선 도청·해킹·불법촬영 탐지시스템,"16,774,024"
한주라이트메탈,198940,2023-01-19,신규상장,주권,1차 비철금속 제조업,대한민국,"미래에셋증권 주식회사,현대차증권주식회사",500,"3,100","20,150,000",알루미늄 기반 경량화 자동차 부품,"19,435,815"
티이엠씨,425040,2023-01-19,신규상장,주권,기초 화학물질 제조업,대한민국,한화투자증권(주),500,"28,000","50,400,000",반도체용 특수가스,"10,623,114"
타이드,346010,2022-12-28,신규상장,주권,전자부품 제조업,대한민국,한화투자증권(주),500,-,-,"PLC모뎀, DCU","4,860,062"
아이오바이오,447690,2022-12-28,신규상장,주권,의료용 기기 제조업,대한민국,한국투자증권(주),500,-,-,정량광형광기술을 활용한 구강질환 진단검사 의료기기,"2,564,067"
신영스팩9호,445970,2022-12-27,신규상장,주권,금융 지원 서비스업,대한민국,신영증권(주),100,"2,000","10,300,000",기업인수,"5,360,000"
지에프씨생명과학,388610,2022-12-23,신규상장,주권,기타 화학제품 제조업,대한민국,대신증권(주),500,-,-,화장품 바이오 소재 및 임상실험,"1,036,526"
카이바이오텍,446600,2022-12-23,신규상장,주권,의약품 제조업,대한민국,키움증권(주),"5,000",-,-,방사성 진단 및 치료 의약품,"981,281"
바이오노트,377740,2022-12-22,신규상장,주권,의료용품 및 기타 의약 관련제품 제조업,대한민국,"한국투자증권(주),엔에이치투자증권주식회사",500,"9,000","93,600,000","Rapid 반제품 및 완제품, 동물용신속진단 키트","101,876,048"
비엔케이제1호스팩,445360,2022-12-22,신규상장,주권,금융 지원 서비스업,대한민국,(주)비엔케이투자증권,100,"2,000","8,000,000",기업인수합병,"4,310,000"
애니메디솔루션,390110,2022-12-21,신규상장,주권,의료용 기기 제조업,대한민국,신한투자증권(주),500,-,-,"맞춤형 수술솔루션(시뮬레이터, 수술가이드, 보형물)","8,975,797"
마이크로엔엑스,448780,2022-12-21,신규상장,주권,의료용 기기 제조업,대한민국,교보증권(주),500,-,-,의료용구(전동기),"2,608,600"
엔에이치스팩27호,440820,2022-12-16,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","13,000,000",기타 금융 지원 서비스업,"7,800,000"
IBKS제21호스팩,442770,2022-12-16,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","8,000,000",기업인수 및 합병,"4,210,000"
SAMG엔터,419530,2022-12-06,신규상장,주권,"영화, 비디오물, 방송프로그램 제작 및 배급업",대한민국,엔에이치투자증권주식회사,500,"17,000","23,800,000",애니메이션 IP 기획 및 관련 제품 제작,"8,590,930"
대신밸런스제14호스팩,442310,2022-12-05,신규상장,주권,금융 지원 서비스업,대한민국,대신증권(주),100,"2,000","11,000,000",금융 지원 서비스업,"6,710,000"
엔에이치스팩26호,439410,2022-12-01,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","15,000,000",기타 금융 지원 서비스업,"8,800,000"
유진스팩9호,442130,2022-12-01,신규상장,주권,금융 지원 서비스업,대한민국,유진투자증권(주),100,"2,000","6,500,000",기업인수합병,"3,460,000"
아하,102950,2022-11-30,신규상장,주권,전자부품 제조업,대한민국,신영증권(주),500,-,-,"전자칠판, 전자교탁 등","12,751,903"
에이아이더뉴트리진,311960,2022-11-29,신규상장,주권,기타 식품 제조업,대한민국,아이비케이투자증권(주),500,-,-,"건강기능식품, AI솔루션, 분자진단키트","3,062,664"
대신밸런스제13호스팩,438220,2022-11-28,신규상장,주권,금융 지원 서비스업,대한민국,대신증권(주),100,"2,000","10,000,000",금융 지원 서비스업,"5,640,000"
펨트론,168360,2022-11-24,신규상장,주권,특수 목적용 기계 제조업,대한민국,하나증권주식회사,500,"8,000","8,800,000",3D 정밀측정 검사장비,"10,644,142"
인벤티지랩,389470,2022-11-22,신규상장,주권,의약품 제조업,대한민국,한국투자증권(주),500,"12,000","12,480,000",마이크로/나노 입자 기반 약물전달 플랫폼 및 관련 제품,"8,205,348"
엔젯,419080,2022-11-18,신규상장,주권,특수 목적용 기계 제조업,대한민국,미래에셋증권 주식회사,500,"10,000","21,000,000","EHD 잉크젯 프린터, EHD 코터","10,517,817"
티쓰리,204610,2022-11-17,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,미래에셋증권 주식회사,100,"1,700","28,900,000",온라인 및 모바일 게임 등,"65,587,752"
티에프이,425420,2022-11-17,신규상장,주권,전자부품 제조업,대한민국,IBK투자증권(주),100,"10,500","28,350,000","COK, Board, Test Socket","11,381,000"
윤성에프앤씨,372170,2022-11-14,신규상장,주권,"구조용 금속제품, 탱크 및 증기발생기 제조업",대한민국,미래에셋증권 주식회사,100,"49,000","97,743,338",2차전지용 믹싱시스템,"7,979,048"
디티앤씨알오,383930,2022-11-11,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,키움증권(주),500,"17,000","23,800,000",비임상 및 임상시험 대체 용역,"6,315,256"
뉴로메카,348340,2022-11-04,신규상장,주권,특수 목적용 기계 제조업,대한민국,대신증권(주),500,"16,900","25,350,000","협동로봇, 협동로봇 자동화 플랫폼, 로봇제어기 등","9,855,420"
제이아이테크,417500,2022-11-04,신규상장,주권,기타 화학제품 제조업,대한민국,미래에셋증권 주식회사,100,"16,000","27,661,920",반도체 프리커서 및 쿼츠/블랭크/포토마스크용 케이스,"8,196,186"
엔에이치스팩25호,438580,2022-11-03,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","5,000,000",기업인수합병,"3,020,000"
케이비제23호스팩,440200,2022-11-03,신규상장,주권,금융 지원 서비스업,대한민국,KB증권(주),100,"2,000","12,000,000",기업인수목적,"6,125,000"
큐알티,405100,2022-11-02,신규상장,주권,"그외 기타 전문, 과학 및 기술 서비스업",대한민국,미래에셋증권 주식회사,500,"44,000","43,582,000",반도체 신뢰성 검사 및 종합분석,"3,984,556"
교보13호스팩,440790,2022-11-02,신규상장,주권,금융 지원 서비스업,대한민국,교보증권(주),100,"2,000","7,600,000",기업 인수 및 합병,"4,050,000"
저스템,417840,2022-10-28,신규상장,주권,특수 목적용 기계 제조업,대한민국,미래에셋증권 주식회사,500,"10,500","18,060,000",반도체 습도제어 System,"6,941,600"
IBKS제20호스팩,439730,2022-10-28,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","8,000,000",기업인수 및 합병,"4,310,000"
산돌,419120,2022-10-27,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,KB증권(주),500,"18,800","28,012,000",리테일 폰트 등,"7,671,826"
삼성스팩7호,439250,2022-10-26,신규상장,주권,금융 지원 서비스업,대한민국,삼성증권(주),500,"10,000","30,000,000",기업인수합병,"3,502,000"
탈로스,434190,2022-10-24,신규상장,주권,일차전지 및 축전지 제조업,대한민국,교보증권(주),"1,000",-,-,군용 리튬이온 이차전지,"2,943,280"
플라즈맵,405000,2022-10-21,신규상장,주권,의료용 기기 제조업,대한민국,미래에셋증권 주식회사,500,"7,000","12,397,000",플라즈마 멸균기 및 표면처리기기,"17,706,940"
핀텔,291810,2022-10-20,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,대신증권(주),500,"8,900","17,800,000",AI 영상 분석 솔루션 및 소프트웨어,"9,957,412"
하나금융25호스팩,435620,2022-10-20,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,500,"10,000","40,000,000",기업인수합병,"4,302,000"
한국제11호스팩,436610,2022-10-20,신규상장,주권,금융 지원 서비스업,대한민국,한국투자증권(주),100,"2,000","10,000,000",기업인수합병,"6,020,000"
엔에이치스팩24호,437780,2022-10-20,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","8,600,000",기업인수합병,"5,030,000"
샤페론,378800,2022-10-19,신규상장,주권,기초 의약물질 및 생물학적 제제 제조업,대한민국,엔에이치투자증권주식회사,500,"5,000","13,735,000",합성신약 및 항체치료제신약 기술제품 및 기술이전,"22,231,781"
탑머티리얼,360070,2022-10-18,신규상장,주권,일차전지 및 축전지 제조업,대한민국,한국투자증권(주),500,"30,000","60,000,000","이차전지 시스템 엔지니어링, 전극소재, 양극소재","7,984,343"
에스비비테크,389500,2022-10-17,신규상장,주권,일반 목적용 기계 제조업,대한민국,미래에셋증권 주식회사,500,"12,400","22,320,000","베어링, 감속기","5,944,490"
오에스피,368970,2022-10-14,신규상장,주권,동물용 사료 및 조제식품 제조업,대한민국,대신증권(주),500,"8,400","17,270,400",프리미엄 반려동물 사료,"9,346,160"
이노룰스,296640,2022-10-07,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,엔에이치투자증권주식회사,500,"12,500","14,434,300","InnoRules, InnoProduct","5,141,760"
모델솔루션,417970,2022-10-07,신규상장,주권,특수 목적용 기계 제조업,대한민국,KB증권(주),500,"27,000","27,000,000","하이엔드 프로토타입 제조, 다품종 소량생산 서비스","6,396,700"
KB스타리츠,432320,2022-10-06,신규상장,부동산투자회사,부동산 임대 및 공급업,대한민국,KB증권(주),500,"5,000","153,500,000","벨기에 North Galaxy Towers, 영국 Samsung Europe HQ","101,414,285"
유안타제10호스팩,435380,2022-10-06,신규상장,주권,금융 지원 서비스업,대한민국,유안타증권(주),100,"2,000","11,000,000",기업인수목적회사,"5,730,000"
SK증권제8호스팩,435870,2022-10-06,신규상장,주권,금융 지원 서비스업,대한민국,SK증권(주),100,"2,000","7,000,000",기업인수목적회사,"3,720,000"
더블유씨피,393890,2022-09-30,신규상장,주권,일차전지 및 축전지 제조업,대한민국,"신한투자증권 주식회사,KB증권(주)",500,"60,000","432,000,000",이차전지용 분리막,"33,696,518"
알피바이오,314140,2022-09-29,신규상장,주권,의약품 제조업,대한민국,한국투자증권(주),500,"13,000","15,600,000",연질캡슐 제형의 의약품 및 건강기능식품,"7,823,942"
하나금융24호스팩,430230,2022-09-29,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","14,000,000",기업인수합병,"8,004,000"
한화플러스제3호스팩,430460,2022-09-29,신규상장,주권,금융 지원 서비스업,대한민국,한화투자증권(주),100,"2,000","10,000,000",기업 인수 합병,"5,920,000"
티엘엔지니어링,413300,2022-09-27,신규상장,주권,"건축기술, 엔지니어링 및 관련 기술 서비스업",대한민국,(주)상상인증권,500,-,-,클린룸 설계 및 시공,"1,200,000"
오픈엣지테크놀로지,394280,2022-09-26,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,삼성증권(주),100,"10,000","33,850,000",시스템 반도체 IP,"20,870,474"
케이비제22호스팩,436530,2022-09-22,신규상장,주권,금융 지원 서비스업,대한민국,KB증권(주),100,"2,000","10,000,000",기업인수목적,"5,220,000"
하나금융23호스팩,427950,2022-09-15,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","9,000,000",기업인수합병,"4,830,000"
키움제7호스팩,433530,2022-09-07,신규상장,주권,금융 지원 서비스업,대한민국,키움증권(주),100,"2,000","8,000,000",기업 인수합병,"4,105,000"
IBKS19호스팩,426550,2022-08-26,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","9,500,000",기업인수 및 합병,"5,080,000"
신영스팩8호,430220,2022-08-26,신규상장,주권,금융 지원 서비스업,대한민국,신영증권(주),100,"2,000","12,500,000",기업인수,"6,760,000"
대성하이텍,129920,2022-08-22,신규상장,주권,특수 목적용 기계 제조업,대한민국,신한투자증권 주식회사,100,"9,000","29,903,040","정밀부품, 스위스턴 자동선반, 컴팩트 머시닝센터","13,278,546"
쏘카,403550,2022-08-22,신규상장,주권,운송장비 임대업,대한민국,미래에셋증권 주식회사,100,"28,000","101,920,000","카셰어링, 모빌리티 플랫폼 등","32,725,652"
에이치와이티씨,148930,2022-08-09,신규상장,주권,기타 금속 가공제품 제조업,대한민국,신영증권(주),500,"15,000","33,900,000",2차전지 장비 초정밀 부품,"10,075,713"
새빗켐,107600,2022-08-04,신규상장,주권,기타 화학제품 제조업,대한민국,한국투자증권(주),500,"35,000","37,450,000","폐전지재활용소재, 폐산재활용","4,754,545"
유안타제9호스팩,430700,2022-08-04,신규상장,주권,금융 지원 서비스업,대한민국,유안타증권(주),100,"2,000","10,000,000",기업인수목적회사,"5,240,000"
수산인더스트리,126720,2022-08-01,신규상장,주권,건물설비 설치 공사업,대한민국,삼성증권(주),200,"35,000","200,025,000",전력발전설비 정비 용역,"14,286,000"
아이씨에이치,368600,2022-07-29,신규상장,주권,그외 기타 제품 제조업,대한민국,삼성증권(주),500,"34,000","40,120,000",스마트기기용 필름형 안테나,"5,664,755"
신한제10호스팩,418210,2022-07-29,신규상장,주권,금융 지원 서비스업,대한민국,신한투자증권 주식회사,100,"2,000","6,500,000",금융서비스(기업인수목적 회사),"3,660,000"
성일하이텍,365340,2022-07-28,신규상장,주권,기초 화학물질 제조업,대한민국,"대신증권(주),KB증권(주)",500,"50,000","133,500,000","코발트, 니켈, 리튬 등","11,613,649"
에이프릴바이오,397030,2022-07-28,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,엔에이치투자증권주식회사,"1,000","16,000","20,736,000",항체의약품 및 재조합 단백질 의약품,"10,514,725"
퓨쳐메디신,341170,2022-07-27,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,엔에이치투자증권(주),500,-,-,뉴클레오사이드 유도체 기반 합성의약품,"9,275,470"
IBKS제18호스팩,424760,2022-07-22,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","8,000,000",기업인수 및 합병,"4,230,000"
루닛,328130,2022-07-21,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,엔에이치투자증권주식회사,500,"30,000","36,474,000",Lunit INSIGHT,"10,519,873"
바스칸바이오제약,354390,2022-07-20,신규상장,주권,의약품 제조업,대한민국,아이비케이투자증권(주),"2,500",-,-,"일반의약품, 전문의약품, 의료기기","7,018,247"
HPSP,403870,2022-07-15,신규상장,주권,특수 목적용 기계 제조업,대한민국,엔에이치투자증권주식회사,500,"25,000","75,000,000",고압 수소 어닐링 장비,"19,749,715"
영창케미칼,112290,2022-07-14,신규상장,주권,기타 화학제품 제조업,대한민국,하나증권주식회사,"1,000","18,600","44,640,000",반도체 및 디스플레이용 화학소재,"10,110,545"
대신밸런스제12호스팩,426670,2022-07-14,신규상장,주권,금융 지원 서비스업,대한민국,대신증권(주),100,"2,000","10,000,000",금융 지원 서비스업,"5,810,000"
코난테크놀로지,402030,2022-07-07,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,한국투자증권(주),500,"25,000","30,000,000","AI 기반 검색엔진(Konan Search), AI기반 영상인식 솔루션(D: Watcher)","5,680,444"
넥스트칩,396270,2022-07-01,신규상장,주권,반도체 제조업,대한민국,대신증권(주),500,"13,000","33,800,000","차량 및 자율주행차용 비메모리 반도체(ISP, AHD, ADAS/AD)","17,384,240"
삼성스팩6호,425290,2022-06-30,신규상장,주권,금융 지원 서비스업,대한민국,삼성증권(주),100,"2,000","10,000,000",기업인수합병,"5,520,000"
엔에이치스팩23호,422040,2022-06-28,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","12,300,000",금융 지원 서비스,"7,160,000"
보로노이,310210,2022-06-24,신규상장,주권,기초 의약물질 및 생물학적 제제 제조업,대한민국,"한국투자증권(주),미래에셋증권 주식회사",500,"40,000","52,000,000",표적치료제,"12,638,949"
레이저쎌,412350,2022-06-24,신규상장,주권,특수 목적용 기계 제조업,대한민국,삼성증권(주),500,"16,000","25,600,000","에어리어 레이저솔루션, LSR, LCB, LSB, BSOM 등","8,425,772"
교보12호스팩,421800,2022-06-24,신규상장,주권,금융 지원 서비스업,대한민국,교보증권(주),100,"2,000","11,500,000",기업인수 및 합병,"5,980,000"
위니아에이드,377460,2022-06-23,신규상장,주권,기타 운송관련 서비스업,대한민국,신한투자증권 주식회사,500,"16,200","86,930,609","전자제품 소매, 물류주선, 서비스대행","15,393,405"
케이비제21호스팩,424140,2022-06-23,신규상장,주권,금융 지원 서비스업,대한민국,KB증권(주),100,"2,000","15,000,000",기업인수목적회사,"7,710,000"
범한퓨얼셀,382900,2022-06-17,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",대한민국,"한국투자증권(주),엔에이치투자증권주식회사",500,"40,000","85,440,000","잠수함용 연료전지모듈, 건물용 연료전지 시스템, 수소충전소 구축","8,761,000"
코나솔,176590,2022-06-15,신규상장,주권,특수 목적용 기계 제조업,대한민국,한국투자증권(주),500,-,-,"합금강, 기계부품 제조","5,823,333"
청담글로벌,362320,2022-06-03,신규상장,주권,생활용품 도매업,대한민국,"대신증권(주),KB증권(주)",500,"6,000","30,440,094",글로벌 화장품 유통,"20,551,290"
마스턴프리미어리츠,357430,2022-05-31,신규상장,부동산투자회사,부동산 임대 및 공급업,대한민국,삼성증권(주),"1,000","5,000","59,300,000","프랑스 파리 소재 크리스탈파크, 프랑스 아마존 라스트마일 물류센터, 인천 항동 스마트물류센터","26,580,000"
하나금융22호스팩,418170,2022-05-26,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","10,000,000",기업인수합병,"6,010,000"
가온칩스,399720,2022-05-20,신규상장,주권,반도체 제조업,대한민국,대신증권(주),500,"14,000","28,000,000",설계 솔루션 및 주문형 반도체,"11,488,320"
대명에너지,389260,2022-05-16,신규상장,주권,건물 건설업,대한민국,"한국투자증권(주),삼성증권(주)",100,"15,000","37,500,000",신재생에너지 발전 공사 및 용역,"17,000,000"
상상인제3호스팩,415580,2022-04-29,신규상장,주권,금융 지원 서비스업,대한민국,(주)상상인증권,100,"2,000","9,000,000",기업인수 및 합병,"5,310,000"
포바이포,389140,2022-04-28,신규상장,주권,"영화, 비디오물, 방송프로그램 제작 및 배급업",대한민국,미래에셋증권 주식회사,500,"17,000","30,174,439",광고영화 및 비디오물 제작업,"10,224,235"
신영스팩7호,419270,2022-04-28,신규상장,주권,금융 지원 서비스업,대한민국,신영증권(주),100,"2,000","8,400,000",기업인수,"4,305,000"
신한제9호스팩,405640,2022-04-27,신규상장,주권,금융 지원 서비스업,대한민국,신한투자증권 주식회사,100,"2,000","8,000,000",SPAC 합병,"4,535,000"
미래에셋비전스팩1호,412930,2022-04-21,신규상장,주권,금융 지원 서비스업,대한민국,미래에셋증권 주식회사,100,"2,000","11,700,000",기업인수합병,"6,176,000"
키움제6호스팩,413600,2022-04-07,신규상장,주권,금융 지원 서비스업,대한민국,키움증권(주),100,"2,000","6,400,000",기업 인수합병,"3,430,000"
지투파워,388050,2022-04-01,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",대한민국,"한국투자증권(주),KB증권(주)",500,"16,400","14,514,000","수·배전반, 태양광발전시스템, 인버터(PCS)","3,686,835"
유진스팩8호,413630,2022-03-31,신규상장,주권,금융 지원 서비스업,대한민국,유진투자증권(주),100,"2,000","10,000,000",기업인수합병,"5,920,000"
코람코더원리츠,417310,2022-03-28,신규상장,부동산투자회사,부동산 임대 및 공급업,대한민국,"삼성증권(주),하나증권주식회사",500,"5,000","97,500,000",서울 영등포구 여의도 소재 하나금융투자 빌딩,"40,400,000"
세아메카닉스,396300,2022-03-24,신규상장,주권,기타 금속 가공제품 제조업,대한민국,신한투자증권 주식회사,100,"4,400","29,260,000","TV스탠드, 전기 수소차 부품 등","26,489,500"
공구우먼,366030,2022-03-23,신규상장,주권,"섬유, 의복, 신발 및 가죽제품 소매업",대한민국,미래에셋증권 주식회사,100,"20,000","22,400,000",플러스사이즈 여성용 의류 및 잡화,"3,672,100"
유일로보틱스,388720,2022-03-18,신규상장,주권,특수 목적용 기계 제조업,대한민국,한국투자증권(주),500,"10,000","21,500,000","취출로봇, 사출장비 및 자동화시스템","8,580,846"
모아데이타,288980,2022-03-10,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,하나증권주식회사,500,"20,000","16,000,000",인공지능 기반 ICT 시스템 이상탐지 및 예측 솔루션,"5,361,072"
에스케이증권7호스팩,408920,2022-03-07,신규상장,주권,금융 지원 서비스업,대한민국,SK증권(주),100,"2,000","6,000,000",기업인수합병,"3,620,000"
비씨엔씨,146320,2022-03-03,신규상장,주권,반도체 제조업,대한민국,엔에이치투자증권주식회사,500,"13,000","32,500,000",반도체용 합성쿼츠 포커스링,"12,367,923"
노을,376930,2022-03-03,신규상장,주권,의료용 기기 제조업,대한민국,"한국투자증권(주),삼성증권(주)",500,"10,000","15,000,000",융복합 체외진단 플랫폼,"10,425,050"
풍원정밀,371950,2022-02-28,신규상장,주권,전자부품 제조업,대한민국,대신증권(주),500,"15,200","45,600,000",OLED 증착용 Metal Mask,"21,040,488"
스톤브릿지벤처스,330730,2022-02-25,신규상장,주권,기타 금융업,대한민국,"KB증권(주),삼성증권(주)",500,"8,000","32,400,000","창업투자, 사모투자","17,878,830"
하나금융21호스팩,406760,2022-02-25,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","12,000,000",기업인수합병,"7,410,000"
브이씨,365900,2022-02-24,신규상장,주권,운동 및 경기용구 제조업,대한민국,한국투자증권(주),500,"15,000","15,000,000",골프용 거리측정기,"6,987,800"
퓨런티어,370090,2022-02-23,신규상장,주권,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",대한민국,"신한투자증권 주식회사,유안타증권(주)",500,"15,000","24,000,000","전장카메라모듈장비, 모바일카메라모듈장비, PC및 광원","7,965,980"
바이오에프디엔씨,251120,2022-02-21,신규상장,주권,기초 의약물질 및 생물학적 제제 제조업,대한민국,DB금융투자주식회사,500,"28,000","36,400,000",식물세포 유래 유효물질 및 약리물질,"8,695,700"
한국제10호스팩,409570,2022-02-21,신규상장,주권,금융 지원 서비스업,대한민국,한국투자증권(주),100,"2,000","9,000,000",기업인수합병,"5,410,000"
IBKS제17호스팩,405350,2022-02-18,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","5,000,000",금융 지원 서비스,"2,720,000"
나래나노텍,137080,2022-02-08,신규상장,주권,특수 목적용 기계 제조업,대한민국,미래에셋증권 주식회사,500,"17,500","54,250,000","디스플레이 장비 (포토, 코팅, 모듈 장비)","11,059,422"
아셈스,136410,2022-02-07,신규상장,주권,플라스틱제품 제조업,대한민국,한국투자증권(주),500,"8,000","16,000,000",핫멜트 접착 필름,"11,019,106"
스코넥,276040,2022-02-04,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,신영증권(주),500,"13,000","28,941,900","XR 교육/훈련 시스템, VR 게임 콘텐츠 등","12,072,009"
이지트로닉스,377330,2022-02-04,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",대한민국,엔에이치투자증권주식회사,500,"22,000","43,560,000",전력변환장치,"7,965,454"
LG에너지솔루션,373220,2022-01-27,신규상장,주권,일차전지 및 축전지 제조업,대한민국,"KB증권(주),모건스탠리 인터내셔날증권회사 서울지점",500,"300,000","12,750,000,000","2차전지 (소형,ESS,자동차전지)","234,000,000"
케이옥션,102370,2022-01-24,신규상장,주권,상품 중개업,대한민국,신영증권(주),500,"20,000","32,000,000",미술품 경매 및 판매,"8,909,420"
코스텍시스템,169670,2022-01-21,신규상장,주권,특수 목적용 기계 제조업,대한민국,대신증권(주),500,-,-,"반도체 웨이퍼 이송장비, 본딩장비","2,868,401"
오토앤,353590,2022-01-20,신규상장,주권,자동차 부품 및 내장품 판매업,대한민국,미래에셋증권 주식회사,500,"5,300","15,251,169",자동차 지급품 및 애프터마켓 제품,"12,875,570"
디비금융스팩10호,404950,2022-01-20,신규상장,주권,기타 금융업,대한민국,DB금융투자주식회사,100,"2,000","10,000,000",인수목적,"5,840,000"
하나금융20호스팩,400560,2021-12-27,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","6,000,000",금융지원 서비스업,"3,050,000"
엔에이치스팩22호,396770,2021-12-24,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","12,000,000",금융 지원 서비스,"6,440,000"
교보11호스팩,397880,2021-12-20,신규상장,주권,금융 지원 서비스업,대한민국,교보증권(주),100,"2,000","8,400,000",기업인수 및 합병,"4,440,000"
하이제7호스팩,400840,2021-12-20,신규상장,주권,금융 지원 서비스업,대한민국,하이투자증권(주),100,"2,000","5,000",기업인수합병,"5,120,000"
케이티비네트워크,298870,2021-12-16,신규상장,주권,기타 금융업,대한민국,한국투자증권(주),500,"5,800","116,000,000","창업투자금융, 벤처기업투자 등","100,000,000"
예스피치,403360,2021-12-14,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,아이비케이투자증권(주),500,-,-,"AI 가상비서 서비스, 화자인증 서비스","2,904,000"
제이엠멀티,254160,2021-12-13,신규상장,주권,제재 및 목재 가공업,대한민국,아이비케이투자증권(주),500,-,-,목재 데크로드 시스템,"5,160,000"
신한서부티엔디리츠,404990,2021-12-10,신규상장,부동산투자회사,부동산 임대 및 공급업,대한민국,한국투자증권(주),"1,000","5,000","134,889,210",부동산투자,"55,955,884"
미래에셋글로벌리츠,396690,2021-12-03,신규상장,부동산투자회사,부동산 임대 및 공급업,대한민국,미래에셋증권 주식회사,"1,000","5,000","75,100,000",부동산 임대업,"29,060,000"
대신밸런스제11호스팩,397500,2021-12-02,신규상장,주권,금융 지원 서비스업,대한민국,대신증권(주),100,"2,000","13,000,000",금융 지원 서비스업,"7,610,000"
켈스,402420,2021-11-30,신규상장,주권,의료용 기기 제조업,대한민국,키움증권(주),500,-,-,체외진단 의료기기,"2,226,540"
마인즈랩,377480,2021-11-23,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,"엔에이치투자증권주식회사,하나증권주식회사",500,"30,000","18,133,770",종합 인공지능 엔진 및 플랫폼,"5,064,283"
알비더블유,361570,2021-11-22,신규상장,주권,오디오물 출판 및 원판 녹음업,대한민국,미래에셋증권 주식회사,500,"21,400","26,814,200",음반 및 음원 등(콘텐츠),"7,930,590"
NH올원리츠,400760,2021-11-18,신규상장,부동산투자회사,부동산 임대 및 공급업,대한민국,한국투자증권(주),500,"5,000","140,500,000",부동산투자,"42,200,000"
트윔,290090,2021-11-17,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,대신증권(주),500,"22,000","26,840,000",AI 기반 스마트팩토리 검사 소프트웨어 및 설비,"7,254,894"
지오엘리먼트,311320,2021-11-11,신규상장,주권,전자부품 제조업,대한민국,엔에이치투자증권주식회사,500,"10,000","15,470,000","센서, 캐니스터","6,193,410"
아이티아이즈,372800,2021-11-11,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,신한투자증권 주식회사,500,"14,300","25,411,100","디지털금융솔루션 제공 및 AI, Big Data 서비스, 클라우드 통합 플랫폼 (GURMWI)","5,776,980"
비트나인,357880,2021-11-10,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,하나증권주식회사,500,"11,000","22,781,000","그래프데이터베이스, 그래프분석서비스","10,353,956"
디어유,376300,2021-11-10,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,한국투자증권(주),500,"26,000","85,800,000","모바일 어플리케이션(DearU bubble, Lysn)","20,151,230"
